"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.94","43.17","HAMILTON A","6153193","2022-01-26 17:00","2022","01","26","17:00","-11.2","","-16.5","","65","","","","25","","12","","24.1","","99.95","","","","-17","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-26 18:00","2022","01","26","18:00","-13.7","","-17.4","","74","","","","23","","9","","24.1","","99.94","","","","-19","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-26 19:00","2022","01","26","19:00","-13.6","","-16.9","","76","","","","21","","11","","24.1","","99.97","","","","-20","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-26 20:00","2022","01","26","20:00","-14.2","","-17.5","","77","","","","21","","13","","24.1","","99.95","","","","-21","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-26 21:00","2022","01","26","21:00","-14.5","","-18.2","","74","","","","21","","11","","24.1","","99.89","","","","-21","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-26 22:00","2022","01","26","22:00","-13.7","","-17.5","","73","","","","22","","13","","24.1","","99.81","","","","-21","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-26 23:00","2022","01","26","23:00","-10.6","","-14.1","","76","","","","22","","21","","19.3","","99.76","","","","-19","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-27 00:00","2022","01","27","00:00","-10.1","","-14.6","","70","","","","21","","20","","24.1","","99.71","","","","-18","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-27 01:00","2022","01","27","01:00","-9.6","","-14.2","","70","","","","20","","27","","24.1","","99.65","","","","-19","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-27 02:00","2022","01","27","02:00","-9.5","","-13.9","","71","","","","21","","26","","24.1","","99.58","","","","-18","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-27 03:00","2022","01","27","03:00","-10.4","","-14.1","","74","","","","21","","21","","24.1","","99.55","","","","-19","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-27 04:00","2022","01","27","04:00","-10.1","","-13.6","","76","","","","21","","23","","24.1","","99.51","","","","-19","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-27 05:00","2022","01","27","05:00","-10.1","","-13.6","","76","","","","21","","28","","24.1","","99.41","","","","-19","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-27 06:00","2022","01","27","06:00","-9.7","","-12.7","","79","","","","20","","23","","24.1","","99.35","","","","-18","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-27 07:00","2022","01","27","07:00","-9.6","","-12.2","","81","","","","21","","22","","24.1","","99.34","","","","-18","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-27 08:00","2022","01","27","08:00","-8.8","","-11.4","","82","","","","20","","27","","24.1","","99.23","","","","-18","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-27 09:00","2022","01","27","09:00","-8.0","","-10.7","","81","","","","20","","28","","24.1","","99.16","","","","-17","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-27 10:00","2022","01","27","10:00","-7.5","","-10.6","","79","","","","21","","36","","16.1","","99.08","","","","-17","","Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-27 11:00","2022","01","27","11:00","-7.1","","-10.8","","75","","","","21","","39","","19.3","","99.12","","","","-17","","Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-27 12:00","2022","01","27","12:00","-6.5","","-10.3","","75","","","","22","","39","","16.1","","99.00","","","","-16","","Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-27 13:00","2022","01","27","13:00","-6.1","","-9.9","","75","","","","20","","32","","4.8","","98.90","","","","-15","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-27 14:00","2022","01","27","14:00","-5.5","","-9.2","","76","","","","21","","24","","4.8","","98.79","","","","-13","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-27 15:00","2022","01","27","15:00","-5.4","","-8.4","","79","","","","21","","26","","16.1","","98.72","","","","-13","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-27 16:00","2022","01","27","16:00","-5.1","","-7.4","","84","","","","22","","33","","2.0","","98.73","","","","-13","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-27 17:00","2022","01","27","17:00","-4.8","","-6.5","","88","","","","22","","30","","2.0","","98.74","","","","-13","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-27 18:00","2022","01","27","18:00","-4.5","","-6.1","","89","","","","24","","30","","19.3","","98.82","","","","-12","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-27 19:00","2022","01","27","19:00","-4.5","","-6.7","","85","","","","24","","22","","12.9","","98.88","","","","-11","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-27 20:00","2022","01","27","20:00","-4.4","","-6.8","","83","","","","23","","25","","19.3","","98.92","","","","-12","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-27 21:00","2022","01","27","21:00","-4.2","","-7.2","","79","","","","24","","21","","19.3","","98.98","","","","-11","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-27 22:00","2022","01","27","22:00","-4.2","","-7.5","","78","","","","23","","22","","19.3","","98.97","","","","-11","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-27 23:00","2022","01","27","23:00","-4.5","","-7.6","","79","","","","24","","19","","19.3","","98.97","","","","-11","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-28 00:00","2022","01","28","00:00","-4.8","","-7.0","","84","","","","27","","12","","9.7","","99.00","","","","-10","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-28 01:00","2022","01","28","01:00","-4.7","","-7.3","","82","","","","29","","12","","24.1","","99.00","","","","-9","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-28 02:00","2022","01","28","02:00","-5.3","","-9.4","","73","","","","31","","17","","24.1","","99.03","","","","-11","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-28 03:00","2022","01","28","03:00","-5.7","","-10.1","","72","","","","32","","17","","24.1","","99.10","","","","-12","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-28 04:00","2022","01","28","04:00","-6.7","","-11.2","","71","","","","35","","14","","24.1","","99.13","","","","-12","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-28 05:00","2022","01","28","05:00","-7.7","","-12.3","","70","","","","35","","17","","24.1","","99.19","","","","-14","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-28 06:00","2022","01","28","06:00","-9.2","","-13.5","","71","","","","34","","21","","24.1","","99.26","","","","-17","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-28 07:00","2022","01","28","07:00","-11.0","","-15.3","","71","","","","1","","27","","24.1","","99.32","","","","-20","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-28 08:00","2022","01","28","08:00","-13.9","","-17.3","","75","","","","4","","20","","24.1","","99.44","","","","-23","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-28 09:00","2022","01","28","09:00","-15.4","","-19.6","","71","","","","2","","23","","24.1","","99.52","","","","-25","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-28 10:00","2022","01","28","10:00","-15.2","","-20.5","","64","","","","1","","19","","24.1","","99.57","","","","-24","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-28 11:00","2022","01","28","11:00","-15.1","","-21.7","","58","","","","3","","21","","24.1","","99.59","","","","-25","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-28 12:00","2022","01","28","12:00","-14.7","","-22.3","","53","","","","2","","31","","24.1","","99.53","","","","-26","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-28 13:00","2022","01","28","13:00","-13.7","","-21.8","","51","","","","2","","32","","24.1","","99.46","","","","-25","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-28 14:00","2022","01","28","14:00","-13.3","","-21.8","","49","","","","5","","23","","24.1","","99.43","","","","-23","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-28 15:00","2022","01","28","15:00","-13.0","","-22.3","","46","","","","2","","21","","24.1","","99.39","","","","-22","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-28 16:00","2022","01","28","16:00","-13.0","","-22.9","","44","","","","3","","20","","24.1","","99.43","","","","-22","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-28 17:00","2022","01","28","17:00","-13.6","","-24.0","","42","","","","1","","17","","24.1","","99.48","","","","-22","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-28 18:00","2022","01","28","18:00","-15.3","","-24.8","","45","","","","2","","16","","24.1","","99.51","","","","-24","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-28 19:00","2022","01","28","19:00","-16.1","","-24.5","","49","","","","2","","20","","24.1","","99.55","","","","-26","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-28 20:00","2022","01","28","20:00","-16.5","","-23.9","","53","","","","1","","14","","24.1","","99.59","","","","-24","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-28 21:00","2022","01","28","21:00","-16.6","","-23.2","","57","","","","1","","16","","24.1","","99.57","","","","-25","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-28 22:00","2022","01","28","22:00","-17.4","","-23.4","","60","","","","36","","13","","24.1","","99.55","","","","-25","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-28 23:00","2022","01","28","23:00","-17.9","","-24.0","","59","","","","36","","14","","24.1","","99.57","","","","-26","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-29 00:00","2022","01","29","00:00","-18.2","","-24.4","","59","","","","36","","13","","24.1","","99.53","","","","-26","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-29 01:00","2022","01","29","01:00","-17.9","","-24.4","","57","","","","36","","13","","24.1","","99.49","","","","-26","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-29 02:00","2022","01","29","02:00","-17.6","","-24.2","","57","","","","1","","15","","24.1","","99.45","","","","-26","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-29 03:00","2022","01","29","03:00","-18.0","","-24.4","","58","","","","1","","13","","24.1","","99.43","","","","-26","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-29 04:00","2022","01","29","04:00","-19.0","","-24.8","","61","","","","35","","16","","24.1","","99.37","","","","-28","","Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-29 05:00","2022","01","29","05:00","-19.9","","-25.5","","62","","","","35","","13","","24.1","","99.35","","","","-28","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-29 06:00","2022","01","29","06:00","-20.2","","-26.0","","60","","","","35","","13","","24.1","","99.37","","","","-29","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-29 07:00","2022","01","29","07:00","-20.8","","-26.8","","59","","","","35","","8","","24.1","","99.43","","","","-27","","Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-29 08:00","2022","01","29","08:00","-21.1","","-26.7","","61","","","","31","","8","","24.1","","99.39","","","","-28","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-29 09:00","2022","01","29","09:00","-19.5","","-26.1","","56","","","","34","","13","","24.1","","99.38","","","","-28","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-29 10:00","2022","01","29","10:00","-17.3","","-25.0","","52","","","","33","","16","","24.1","","99.36","","","","-26","","Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-29 11:00","2022","01","29","11:00","-15.3","","-24.2","","47","","","","1","","17","","24.1","","99.32","","","","-24","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-29 12:00","2022","01","29","12:00","-13.3","","-24.0","","41","","","","1","","13","","24.1","","99.26","","","","-20","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-29 13:00","2022","01","29","13:00","-12.3","","-25.7","","33","","","","2","","10","","24.1","","99.16","","","","-18","","Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-29 14:00","2022","01","29","14:00","-11.4","","-25.2","","32","","","","2","","8","","24.1","","99.09","","","","-16","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-29 15:00","2022","01","29","15:00","-11.5","","-22.7","","39","","","","24","","9","","24.1","","99.04","","","","-17","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-29 16:00","2022","01","29","16:00","-12.0","","-22.5","","42","","","","22","","9","","24.1","","99.00","","","","-17","","Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-29 17:00","2022","01","29","17:00","-12.2","","-24.0","","38","","","","19","","7","","24.1","","98.94","","","","-17","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-29 18:00","2022","01","29","18:00","-14.9","","-24.6","","44","","","","22","","10","","24.1","","98.92","","","","-21","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-29 19:00","2022","01","29","19:00","-15.5","","-23.4","","52","","","","19","","9","","24.1","","98.90","","","","-21","","Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-29 20:00","2022","01","29","20:00","-17.1","","-24.2","","55","","","","23","","12","","24.1","","98.85","","","","-25","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-29 21:00","2022","01","29","21:00","-17.3","","-24.6","","54","","","","25","","12","","24.1","","98.79","","","","-25","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-29 22:00","2022","01","29","22:00","-17.9","","-24.1","","59","","","","26","","13","","24.1","","98.74","","","","-26","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-29 23:00","2022","01","29","23:00","-16.0","","-20.9","","66","","","","27","","13","","24.1","","98.71","","","","-24","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-30 00:00","2022","01","30","00:00","-17.2","","-21.2","","71","","","","26","","12","","24.1","","98.69","","","","-25","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-30 01:00","2022","01","30","01:00","-17.4","","-20.9","","75","","","","25","","12","","24.1","","98.67","","","","-25","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-30 02:00","2022","01","30","02:00","-16.8","","-20.3","","75","","","","25","","11","","24.1","","98.68","","","","-24","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-30 03:00","2022","01","30","03:00","-15.9","","-19.4","","75","","","","26","","7","","24.1","","98.64","","","","-21","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-30 04:00","2022","01","30","04:00","-15.0","","-18.5","","74","","","","26","","7","","24.1","","98.60","","","","-20","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-30 05:00","2022","01","30","05:00","-14.5","","-18.0","","75","","","","26","","7","","24.1","","98.55","","","","-19","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-30 06:00","2022","01","30","06:00","-15.2","","-18.2","","78","","","","25","","7","","24.1","","98.53","","","","-20","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-30 07:00","2022","01","30","07:00","-14.9","","-17.6","","80","","","","21","","17","","24.1","","98.52","","","","-23","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-30 08:00","2022","01","30","08:00","-14.7","","-17.0","","83","","","","21","","13","","24.1","","98.54","","","","-22","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-30 09:00","2022","01","30","09:00","-11.8","","-14.7","","79","","","","21","","14","","24.1","","98.54","","","","-19","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-30 10:00","2022","01","30","10:00","-10.1","","-13.8","","75","","","","20","","13","","24.1","","98.56","","","","-16","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-30 11:00","2022","01","30","11:00","-8.2","","-12.5","","71","","","","21","","15","","24.1","","98.57","","","","-15","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-30 12:00","2022","01","30","12:00","-6.7","","-13.3","","60","","","","21","","12","","24.1","","98.56","","","","-12","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-30 13:00","2022","01","30","13:00","-6.6","","-12.6","","63","","","","20","","14","","24.1","","98.54","","","","-12","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-30 14:00","2022","01","30","14:00","-6.5","","-13.3","","59","","","","22","","10","","24.1","","98.53","","","","-11","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-30 15:00","2022","01","30","15:00","-6.4","","-13.4","","58","","","","21","","10","","24.1","","98.55","","","","-11","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-30 16:00","2022","01","30","16:00","-7.1","","-12.4","","66","","","","20","","10","","24.1","","98.59","","","","-12","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-30 17:00","2022","01","30","17:00","-7.7","","-12.7","","68","","","","20","","8","","24.1","","98.67","","","","-12","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-30 18:00","2022","01","30","18:00","-9.7","","-13.3","","75","","","","22","","8","","24.1","","98.78","","","","-14","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-30 19:00","2022","01","30","19:00","-9.9","","-12.7","","80","","","","20","","7","","24.1","","98.85","","","","-14","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-30 20:00","2022","01","30","20:00","-10.4","","-12.9","","83","","","","24","","6","","24.1","","98.93","","","","-14","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-30 21:00","2022","01","30","21:00","-10.5","","-12.8","","83","","","","23","","8","","24.1","","98.96","","","","-15","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-30 22:00","2022","01","30","22:00","-9.9","","-12.4","","82","","","","22","","10","","24.1","","99.01","","","","-15","","Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-30 23:00","2022","01","30","23:00","-9.7","","-12.1","","83","","","","21","","8","","24.1","","99.04","","","","-14","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-31 00:00","2022","01","31","00:00","-9.4","","-11.7","","83","","","","23","","9","","24.1","","99.06","","","","-14","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-31 01:00","2022","01","31","01:00","-9.2","","-11.6","","83","","","","26","","10","","24.1","","99.09","","","","-14","","Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-31 02:00","2022","01","31","02:00","-9.6","","-11.8","","84","","","","25","","9","","24.1","","99.10","","","","-14","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-31 03:00","2022","01","31","03:00","-9.8","","-11.8","","85","","","","25","","10","","24.1","","99.16","","","","-15","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-31 04:00","2022","01","31","04:00","-10.8","","-12.4","","88","","","","26","","10","","24.1","","99.18","","","","-16","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-31 05:00","2022","01","31","05:00","-12.2","","-13.3","","92","","","","21","","8","","24.1","","99.22","","","","-17","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-31 06:00","2022","01","31","06:00","-12.1","","-13.2","","92","","","","23","","6","","24.1","","99.27","","","","-16","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-31 07:00","2022","01","31","07:00","-12.7","","-14.0","","90","","","","24","","7","","16.1","","99.32","","","","-17","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-31 08:00","2022","01","31","08:00","-13.3","","-14.6","","90","","","","25","","8","","4.0","","99.38","","","","-18","","Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-31 09:00","2022","01","31","09:00","-12.0","","-13.4","","89","","","","24","","9","","4.0","","99.44","","","","-17","","Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-31 10:00","2022","01","31","10:00","-10.1","","-11.3","","91","","","","23","","8","","9.7","","99.54","","","","-15","","Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-31 11:00","2022","01","31","11:00","-7.2","","-8.7","","89","","","","24","","11","","19.3","","99.60","","","","-12","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-31 12:00","2022","01","31","12:00","-5.2","","-9.3","","73","","","","23","","9","","19.3","","99.59","","","","-9","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-31 13:00","2022","01","31","13:00","-3.6","","-9.3","","65","","","","24","","6","","24.1","","99.56","","","","-6","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-31 14:00","2022","01","31","14:00","-2.2","","-9.9","","56","","","","16","","6","","24.1","","99.53","","","","-5","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-31 15:00","2022","01","31","15:00","-2.3","","-10.7","","53","","","","19","","5","","24.1","","99.53","","","","-4","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-31 16:00","2022","01","31","16:00","-2.7","","-9.9","","58","","","","11","","7","","24.1","","99.56","","","","-6","","Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-31 17:00","2022","01","31","17:00","-3.1","","-10.2","","58","","","","9","","5","","24.1","","99.59","","","","-5","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-31 18:00","2022","01","31","18:00","-5.2","","-10.4","","67","","","","7","","10","","24.1","","99.64","","","","-10","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-31 19:00","2022","01","31","19:00","-6.5","","-11.0","","71","","","","7","","12","","24.1","","99.67","","","","-12","","Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-31 20:00","2022","01","31","20:00","-7.0","","-10.8","","75","","","","7","","11","","24.1","","99.72","","","","-12","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-31 21:00","2022","01","31","21:00","-7.5","","-11.3","","75","","","","8","","17","","24.1","","99.71","","","","-14","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-31 22:00","2022","01","31","22:00","-7.3","","-11.3","","73","","","","6","","13","","24.1","","99.72","","","","-13","","Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-31 23:00","2022","01","31","23:00","-8.7","","-13.2","","70","","","","6","","15","","24.1","","99.70","","","","-15","","NA"
